# joint_log_example.csv -- reference format for actuator_eval envelopes
# robot=arm-004 joint=elbow fw=rs-fw-1.4.2 rate=1000Hz captured=2026-07-28T09:14:00Z
# units: t_s=s  q_rad=rad  qd_rad_s=rad/s  tau_Nm=N.m  (all joint-referred)
t_s,q_rad,qd_rad_s,tau_Nm
11.3050,-0.349066,0.00000,-3.82281
11.3060,-0.349066,0.00000,-3.89198
11.3070,-0.349066,0.00000,-3.93647
11.3080,-0.349066,0.00000,-3.92797
11.3090,-0.349066,0.00000,-3.82974
11.3100,-0.349066,0.00000,-3.71852
11.3110,-0.349066,0.00000,-3.84207
11.3120,-0.349066,0.00000,-3.77478
11.3130,-0.349066,0.00000,-3.86193
11.3140,-0.349066,0.00000,-3.81769
11.3150,-0.349066,0.00000,-3.82215
11.3160,-0.349066,0.00000,-3.80387
11.3170,-0.349066,0.00000,-3.90469
11.3180,-0.349066,0.00000,-3.76099
11.3190,-0.349066,0.00000,-3.90006
11.3200,-0.349066,0.00000,-4.06155
11.3210,-0.349066,0.00000,-3.97548
11.3220,-0.349066,0.00000,-3.86343
11.3230,-0.349066,0.00000,-3.77008
11.3240,-0.349066,0.00000,-3.82600
11.3250,-0.349066,0.00000,-3.84954
11.3260,-0.349066,0.00000,-3.86236
11.3270,-0.349066,0.00000,-4.07616
11.3280,-0.349066,0.00000,-3.84877
11.3290,-0.349066,0.00000,-3.93806
11.3300,-0.349066,0.00000,-4.01047
11.3310,-0.349066,0.00000,-3.79835
11.3320,-0.349066,0.00000,-3.80172
11.3330,-0.349066,0.00000,-3.80259
11.3340,-0.349066,0.00000,-3.88026
11.3350,-0.349066,0.00000,-3.95833
11.3360,-0.349066,0.00000,-3.88797
11.3370,-0.349066,0.00000,-3.94688
11.3380,-0.349066,0.00000,-3.87807
11.3390,-0.349066,0.00000,-3.88972
11.3400,-0.349066,0.00000,-3.87719
11.3410,-0.349066,0.00000,-3.85028
11.3420,-0.349066,0.00000,-3.98365
11.3430,-0.349066,0.00000,-3.79863
11.3440,-0.349066,0.00000,-3.78874
11.3450,-0.349066,0.00000,-3.70079
11.3460,-0.349066,0.00000,-3.80173
11.3470,-0.349066,0.00000,-3.72851
11.3480,-0.349066,0.00000,-3.83750
11.3490,-0.349066,0.00000,-3.86912
11.3500,-0.349066,0.00000,-3.76294
11.3510,-0.349066,0.00000,-3.83076
11.3520,-0.349066,0.00000,-3.72148
11.3530,-0.349066,0.00000,-3.80164
11.3540,-0.349066,0.00000,-3.87306
11.3550,-0.349066,0.00000,-3.96461
11.3560,-0.349066,0.00000,-3.87713
11.3570,-0.349066,0.00000,-3.97145
11.3580,-0.349066,0.00000,-3.76566
11.3590,-0.349066,0.00000,-3.93812
11.3600,-0.349066,0.00000,-3.89741
11.3610,-0.349066,0.00000,-3.89154
11.3620,-0.349066,0.00000,-3.79723
11.3630,-0.349066,0.00000,-4.00328
11.3640,-0.349066,0.00000,-3.96472
11.3650,-0.349066,0.00000,-3.85643
11.3660,-0.349066,0.00000,-3.99911
11.3670,-0.349066,0.00000,-3.88225
11.3680,-0.349066,0.00000,-3.82662
11.3690,-0.349066,0.00000,-3.90138
11.3700,-0.349066,0.00000,-3.81239
11.3710,-0.349066,0.00000,-3.82366
11.3720,-0.349066,0.00000,-3.82577
11.3730,-0.349066,0.00000,-3.78245
11.3740,-0.349066,0.00000,-3.81739
11.3750,-0.349066,0.00000,-3.77812
11.3760,-0.349066,0.00000,-3.81046
11.3770,-0.349066,0.00000,-3.74847
11.3780,-0.349066,0.00000,-3.75563
11.3790,-0.349066,0.00000,-3.98717
11.3800,-0.349066,0.00000,-3.81257
11.3810,-0.349066,0.00000,-3.71883
11.3820,-0.349066,0.00000,-3.78520
11.3830,-0.349066,0.00000,-3.90924
11.3840,-0.349066,0.00000,-4.00724
11.3850,-0.349066,0.00000,-3.90216
11.3860,-0.349066,0.00000,-3.89269
11.3870,-0.349066,0.00000,-3.93423
11.3880,-0.349066,0.00000,-3.89470
11.3890,-0.349066,0.00000,-4.06154
11.3900,-0.349066,0.00000,-3.89986
11.3910,-0.349066,0.00000,-3.87469
11.3920,-0.349066,0.00000,-4.05165
11.3930,-0.349066,0.00000,-3.99209
11.3940,-0.349066,0.00000,-3.93212
11.3950,-0.349066,0.00000,-3.99536
11.3960,-0.349066,0.00000,-3.88073
11.3970,-0.349066,0.00000,-3.78840
11.3980,-0.349066,0.00000,-3.89996
11.3990,-0.349066,0.00000,-3.87413
11.4000,-0.349066,0.00000,-4.00347
11.4010,-0.349066,0.00000,-3.73356
11.4020,-0.349066,0.00000,-3.97350
11.4030,-0.349066,0.00000,-3.77022
11.4040,-0.349066,0.00000,-3.82544
11.4050,-0.349066,0.00000,-3.85836
11.4060,-0.349066,0.00000,-3.94840
11.4070,-0.349066,0.00000,-3.88458
11.4080,-0.349066,0.00000,-3.79074
11.4090,-0.349066,0.00000,-3.91750
11.4100,-0.349066,0.00000,-3.93626
11.4110,-0.349066,0.00000,-3.85230
11.4120,-0.349066,0.00000,-3.72585
11.4130,-0.349066,0.00000,-3.81111
11.4140,-0.349066,0.00000,-3.85395
11.4150,-0.349066,0.00000,-3.78557
11.4160,-0.349066,0.00000,-3.88314
11.4170,-0.349066,0.00000,-3.85942
11.4180,-0.349066,0.00000,-3.89434
11.4190,-0.349066,0.00000,-3.83138
11.4200,-0.349066,0.00000,-3.81812
11.4210,-0.349066,0.00000,-3.95899
11.4220,-0.349066,0.00000,-3.84627
11.4230,-0.349066,0.00000,-3.87353
11.4240,-0.349066,0.00000,-3.89246
11.4250,-0.349066,0.00000,-3.76285
11.4260,-0.349066,0.00000,-3.99721
11.4270,-0.349066,0.00000,-3.70290
11.4280,-0.349066,0.00000,-3.84289
11.4290,-0.349066,0.00000,-3.79693
11.4300,-0.349066,0.00000,-3.97197
11.4310,-0.349066,0.00000,-3.98602
11.4320,-0.349066,0.00000,-3.92121
11.4330,-0.349066,0.00000,-3.80024
11.4340,-0.349066,0.00000,-3.88017
11.4350,-0.349066,0.00000,-3.77761
11.4360,-0.349066,0.00000,-3.83779
11.4370,-0.349066,0.00000,-3.84324
11.4380,-0.349066,0.00000,-3.92202
11.4390,-0.349066,0.00000,-3.79089
11.4400,-0.349066,0.00000,-3.76883
11.4410,-0.349066,0.00000,-3.82854
11.4420,-0.349066,0.00000,-3.88196
11.4430,-0.349066,0.00000,-3.84966
11.4440,-0.349066,0.00000,-3.89553
11.4450,-0.349066,0.00000,-3.73128
11.4460,-0.349066,0.00000,-4.14249
11.4470,-0.349066,0.00000,-3.80212
11.4480,-0.349066,0.00000,-3.83724
11.4490,-0.349066,0.00000,-3.87003
11.4500,-0.349066,0.00000,-3.79137
11.4510,-0.349066,0.00000,-3.79257
11.4520,-0.349066,0.00000,-3.86084
11.4530,-0.349066,0.00000,-3.80009
11.4540,-0.349066,0.00000,-3.86036
11.4550,-0.349066,0.00000,-3.90760
11.4560,-0.349066,0.00000,-3.84737
11.4570,-0.349066,0.00000,-3.87196
11.4580,-0.349066,0.00000,-3.85986
11.4590,-0.349066,0.00000,-3.99965
11.4600,-0.349066,0.00000,-3.86759
11.4610,-0.349066,0.00000,-3.86135
11.4620,-0.349066,0.00000,-3.84415
11.4630,-0.349066,0.00000,-3.83480
11.4640,-0.349066,0.00000,-3.94896
11.4650,-0.349066,0.00000,-3.91799
11.4660,-0.349066,0.00000,-3.92945
11.4670,-0.349066,0.00000,-3.97302
11.4680,-0.349066,0.00000,-3.95374
11.4690,-0.349066,0.00000,-3.76829
11.4700,-0.349066,0.00000,-3.77933
11.4710,-0.349066,0.00000,-4.02527
11.4720,-0.349066,0.00000,-3.89395
11.4730,-0.349066,0.00000,-3.85555
11.4740,-0.349066,0.00000,-3.85423
11.4750,-0.349066,0.00000,-3.95348
11.4760,-0.349066,0.00000,-3.80556
11.4770,-0.349066,0.00000,-3.87981
11.4780,-0.349066,0.00000,-3.90601
11.4790,-0.349066,0.00000,-3.82670
11.4800,-0.349066,0.00000,-3.94670
11.4810,-0.349066,0.00000,-3.84142
11.4820,-0.349066,0.00000,-3.96077
11.4830,-0.349066,0.00000,-3.78876
11.4840,-0.349066,0.00000,-3.84352
11.4850,-0.349066,0.00000,-3.73357
11.4860,-0.349066,0.00000,-3.93176
11.4870,-0.349066,0.00000,-3.89265
11.4880,-0.349066,0.00000,-3.94380
11.4890,-0.349066,0.00000,-3.85746
11.4900,-0.349066,0.00000,-3.63201
11.4910,-0.349066,0.00000,-3.74538
11.4920,-0.349066,0.00000,-3.72316
11.4930,-0.349066,0.00000,-3.91352
11.4940,-0.349066,0.00000,-3.75738
11.4950,-0.349066,0.00000,-3.74678
11.4960,-0.349066,0.00000,-3.77946
11.4970,-0.349066,0.00000,-3.91614
11.4980,-0.349066,0.00000,-3.84939
11.4990,-0.349066,0.00000,-3.80687
11.5000,-0.349066,0.00000,-3.83668
11.5010,-0.349066,0.00000,-3.77646
11.5020,-0.349066,0.00000,-3.72610
11.5030,-0.349066,0.00000,-3.66561
11.5040,-0.349066,0.00000,-3.84602
11.5050,-0.349066,0.00000,-3.84186
11.5060,-0.349066,0.00000,-3.91110
11.5070,-0.349066,0.00000,-3.85078
11.5080,-0.349066,0.00000,-3.78550
11.5090,-0.349066,0.00000,-3.94237
11.5100,-0.349066,0.00000,-3.82981
11.5110,-0.349066,0.00000,-3.84090
11.5120,-0.349066,0.00000,-3.77930
11.5130,-0.349066,0.00000,-3.88376
11.5140,-0.349066,0.00000,-3.96034
11.5150,-0.349066,0.00000,-3.68463
11.5160,-0.349066,0.00000,-3.95421
11.5170,-0.349066,0.00000,-4.05207
11.5180,-0.349066,0.00000,-3.83817
11.5190,-0.349066,0.00000,-3.77080
11.5200,-0.349066,0.00000,-3.85367
11.5210,-0.349066,0.00000,-3.78674
11.5220,-0.349066,0.00000,-3.77005
11.5230,-0.349066,0.00000,-3.89639
11.5240,-0.349066,0.00000,-3.85852
11.5250,-0.349066,0.00000,-3.86421
11.5260,-0.349066,0.00000,-3.84562
11.5270,-0.349066,0.00000,-3.79803
11.5280,-0.349066,0.00000,-3.80704
11.5290,-0.349066,0.00000,-3.82993
11.5300,-0.349066,0.00000,-3.92075
11.5310,-0.349066,0.00000,-3.78834
11.5320,-0.349066,0.00000,-3.89325
11.5330,-0.349066,0.00000,-3.87224
11.5340,-0.349066,0.00000,-3.94211
11.5350,-0.349066,0.00000,-3.98983
11.5360,-0.349066,0.00000,-4.01618
11.5370,-0.349066,0.00000,-3.87419
11.5380,-0.349066,0.00000,-3.81054
11.5390,-0.349066,0.00000,-3.79548
11.5400,-0.349066,0.00000,-4.05283
11.5410,-0.349066,0.00000,-3.90075
11.5420,-0.349066,0.00000,-4.01592
11.5430,-0.349066,0.00000,-3.81034
11.5440,-0.349066,0.00000,-3.96095
11.5450,-0.349066,0.00000,-3.96673
11.5460,-0.349066,0.00000,-3.84785
11.5470,-0.349066,0.00000,-3.67351
11.5480,-0.349066,0.00000,-3.77151
11.5490,-0.349066,0.00000,-3.87646
11.5500,-0.349066,0.00000,-3.77807
11.5510,-0.349066,0.00000,-3.87126
11.5520,-0.349066,0.00000,-4.02222
11.5530,-0.349066,0.00000,-3.76488
11.5540,-0.349066,0.00000,-3.88989
11.5550,-0.349066,0.00000,-3.77756
11.5560,-0.349066,0.00000,-3.95979
11.5570,-0.349066,0.00000,-3.73081
11.5580,-0.349066,0.00000,-3.88111
11.5590,-0.349066,0.00000,-3.91034
11.5600,-0.349066,0.00000,-3.98774
11.5610,-0.349066,0.00000,-3.85861
11.5620,-0.349066,0.00000,-3.83667
11.5630,-0.349066,0.00000,-3.79879
11.5640,-0.349066,0.00000,-3.76596
11.5650,-0.349066,0.00000,-3.83894
11.5660,-0.349066,0.00000,-3.80475
11.5670,-0.349066,0.00000,-3.94790
11.5680,-0.349066,0.00000,-3.72283
11.5690,-0.349066,0.00000,-3.85595
11.5700,-0.349066,0.00000,-3.85223
11.5710,-0.349066,0.00000,-3.84490
11.5720,-0.349066,0.00000,-3.74780
11.5730,-0.349066,0.00000,-3.88627
11.5740,-0.349066,0.00000,-3.76396
11.5750,-0.349066,0.00000,-3.96779
11.5760,-0.349066,0.00000,-3.94882
11.5770,-0.349066,0.00000,-4.05536
11.5780,-0.349066,0.00000,-3.80314
11.5790,-0.349066,0.00000,-3.92754
11.5800,-0.349066,0.00000,-3.84477
11.5810,-0.349066,0.00000,-3.92983
11.5820,-0.349066,0.00000,-3.78163
11.5830,-0.349066,0.00000,-3.86395
11.5840,-0.349066,0.00000,-3.89555
11.5850,-0.349066,0.00000,-3.97518
11.5860,-0.349066,0.00000,-3.91849
11.5870,-0.349066,0.00000,-3.81467
11.5880,-0.349066,0.00000,-3.84195
11.5890,-0.349066,0.00000,-3.78837
11.5900,-0.349066,0.00000,-3.89705
11.5910,-0.349066,0.00000,-3.87274
11.5920,-0.349066,0.00000,-3.94276
11.5930,-0.349066,0.00000,-3.97204
11.5940,-0.349066,0.00000,-4.03618
11.5950,-0.349066,0.00000,-3.90391
11.5960,-0.349066,0.00000,-3.70165
11.5970,-0.349066,0.00000,-3.88822
11.5980,-0.349066,0.00000,-3.86371
11.5990,-0.349066,0.00000,-3.97121
11.6000,-0.349066,0.00000,-3.90462
11.6010,-0.349066,0.00000,-3.78883
11.6020,-0.349066,0.00000,-3.75869
11.6030,-0.349066,0.00000,-3.91958
11.6040,-0.349066,0.00000,-3.97309
11.6050,-0.349066,0.00000,-3.85575
11.6060,-0.349066,0.00000,-3.93968
11.6070,-0.349066,0.00000,-3.98712
11.6080,-0.349066,0.00000,-3.85098
11.6090,-0.349066,0.00000,-3.87678
11.6100,-0.349066,0.00000,-3.86561
11.6110,-0.349066,0.00000,-3.88511
11.6120,-0.349066,0.00000,-4.08672
11.6130,-0.349066,0.00000,-4.01796
11.6140,-0.349066,0.00000,-3.88076
11.6150,-0.349066,0.00000,-3.77281
11.6160,-0.349066,0.00000,-3.73589
11.6170,-0.349066,0.00000,-3.91878
11.6180,-0.349066,0.00000,-3.87131
11.6190,-0.349066,0.00000,-3.87835
11.6200,-0.349066,0.00000,-3.95347
11.6210,-0.349066,0.00000,-3.86415
11.6220,-0.349066,0.00000,-3.91330
11.6230,-0.349066,0.00000,-3.75074
11.6240,-0.349066,0.00000,-3.81178
11.6250,-0.349066,0.00000,-3.81107
11.6260,-0.349066,0.00000,-3.88909
11.6270,-0.349066,0.00000,-3.83071
11.6280,-0.349066,0.00000,-3.82821
11.6290,-0.349066,0.00000,-3.81020
11.6300,-0.349066,0.00000,-3.84528
11.6310,-0.349066,0.00000,-3.78953
11.6320,-0.349066,0.00000,-3.77614
11.6330,-0.349066,0.00000,-3.83604
11.6340,-0.349066,0.00000,-3.87708
11.6350,-0.349066,0.00000,-3.88675
11.6360,-0.349066,0.00000,-3.87926
11.6370,-0.349066,0.00000,-3.96075
11.6380,-0.349066,0.00000,-3.79151
11.6390,-0.349066,0.00000,-3.94118
11.6400,-0.349066,0.00000,-3.96886
11.6410,-0.349066,0.00000,-3.71163
11.6420,-0.349066,0.00000,-3.84822
11.6430,-0.349066,0.00000,-3.94824
11.6440,-0.349066,0.00000,-3.78415
11.6450,-0.349066,0.00000,-4.04176
11.6460,-0.349066,0.00000,-4.06031
11.6470,-0.349066,0.00000,-3.87874
11.6480,-0.349066,0.00000,-3.81427
11.6490,-0.349066,0.00000,-3.72031
11.6500,-0.349066,0.00000,-3.87190
11.6510,-0.349066,0.00000,-3.74773
11.6520,-0.349066,0.00000,-3.88337
11.6530,-0.349066,0.00000,-3.75252
11.6540,-0.349066,0.00000,-3.75552
11.6550,-0.349066,0.00000,-3.76125
11.6560,-0.349066,0.00000,-3.76856
11.6570,-0.349066,0.00000,-3.93877
11.6580,-0.349066,0.00000,-3.77384
11.6590,-0.349066,0.00000,-3.93041
11.6600,-0.349066,0.00000,-3.76525
11.6610,-0.349066,0.00000,-3.86808
11.6620,-0.349066,0.00000,-3.88298
11.6630,-0.349066,0.00000,-3.73906
11.6640,-0.349066,0.00000,-3.83529
11.6650,-0.349066,0.00000,-3.82337
11.6660,-0.349066,0.00000,-3.76345
11.6670,-0.349066,0.00000,-3.77637
11.6680,-0.349066,0.00000,-3.81518
11.6690,-0.349066,0.00000,-3.90885
11.6700,-0.349066,0.00000,-3.94375
11.6710,-0.349066,0.00000,-3.71955
11.6720,-0.349066,0.00000,-4.06978
11.6730,-0.349066,0.00000,-3.96927
11.6740,-0.349066,0.00000,-3.80851
11.6750,-0.349066,0.00000,-3.87079
11.6760,-0.349066,0.00000,-4.03162
11.6770,-0.349066,0.00000,-3.81134
11.6780,-0.349066,0.00000,-3.76459
11.6790,-0.349066,0.00000,-3.81088
11.6800,-0.349066,0.00000,-3.85921
11.6810,-0.349066,0.00000,-3.92815
11.6820,-0.349066,0.00000,-3.66091
11.6830,-0.349066,0.00000,-3.95369
11.6840,-0.349066,0.00000,-3.84979
11.6850,-0.349066,0.00000,-4.09479
11.6860,-0.349066,0.00000,-3.90466
11.6870,-0.349066,0.00000,-3.97421
11.6880,-0.349066,0.00000,-3.98743
11.6890,-0.349066,0.00000,-3.85299
11.6900,-0.349066,0.00000,-3.96127
11.6910,-0.349066,0.00000,-3.92460
11.6920,-0.349066,0.00000,-3.68761
11.6930,-0.349066,0.00000,-3.77389
11.6940,-0.349066,0.00000,-3.77916
11.6950,-0.349066,0.00000,-3.84370
11.6960,-0.349066,0.00000,-3.94810
11.6970,-0.349066,0.00000,-3.85465
11.6980,-0.349066,0.00000,-3.76803
11.6990,-0.349066,0.00000,-3.89668
11.7000,-0.349066,0.00000,-3.90990
11.7010,-0.349066,0.00000,-3.82941
11.7020,-0.349066,0.00000,-3.75816
11.7030,-0.349066,0.00000,-3.88147
11.7040,-0.349066,0.00000,-3.81295
11.7050,-0.349066,0.00000,-3.70077
11.7060,-0.349066,0.00000,-3.84331
11.7070,-0.349066,0.00000,-3.98155
11.7080,-0.349066,0.00000,-4.00476
11.7090,-0.349066,0.00000,-3.79252
11.7100,-0.349066,0.00000,-3.80719
11.7110,-0.349066,0.00000,-3.77983
11.7120,-0.349066,0.00000,-4.00848
11.7130,-0.349066,0.00000,-3.91260
11.7140,-0.349066,0.00000,-3.78014
11.7150,-0.349066,0.00000,-3.95981
11.7160,-0.349066,0.00000,-3.88770
11.7170,-0.349066,0.00000,-3.85978
11.7180,-0.349066,0.00000,-3.76297
11.7190,-0.349066,0.00000,-3.88857
11.7200,-0.349066,0.00000,-3.81502
11.7210,-0.349066,0.00000,-3.76421
11.7220,-0.349066,0.00000,-3.73785
11.7230,-0.349066,0.00000,-3.91939
11.7240,-0.349066,0.00000,-3.81427
11.7250,-0.349066,0.00000,-3.86196
11.7260,-0.349066,0.00000,-3.91494
11.7270,-0.349066,0.00000,-3.78383
11.7280,-0.349066,0.00000,-3.77738
11.7290,-0.349066,0.00000,-3.90514
11.7300,-0.349066,0.00000,-3.93726
11.7310,-0.349066,0.00000,-3.93101
11.7320,-0.349066,0.00000,-3.92514
11.7330,-0.349066,0.00000,-3.85291
11.7340,-0.349066,0.00000,-3.83673
11.7350,-0.349066,0.00000,-3.86180
11.7360,-0.349066,0.00000,-3.88759
11.7370,-0.349066,0.00000,-3.90141
11.7380,-0.349066,0.00000,-3.80283
11.7390,-0.349066,0.00000,-3.69867
11.7400,-0.349066,0.00000,-3.92721
11.7410,-0.349066,0.00000,-3.76291
11.7420,-0.349066,0.00000,-3.78233
11.7430,-0.349066,0.00000,-3.86454
11.7440,-0.349066,0.00000,-3.73693
11.7450,-0.349066,0.00000,-3.81640
11.7460,-0.349066,0.00000,-3.98277
11.7470,-0.349066,0.00000,-3.81479
11.7480,-0.349066,0.00000,-3.87066
11.7490,-0.349066,0.00000,-3.85796
11.7500,-0.349066,0.00000,-3.82078
11.7510,-0.349066,0.00000,-3.84595
11.7520,-0.349066,0.00000,-4.02380
11.7530,-0.349066,0.00000,-3.74786
11.7540,-0.349066,0.00000,-3.67538
11.7550,-0.349066,0.00000,-3.74029
11.7560,-0.349066,0.00000,-3.94314
11.7570,-0.349066,0.00000,-3.81105
11.7580,-0.349066,0.00000,-3.79364
11.7590,-0.349066,0.00000,-3.66662
11.7600,-0.349066,0.00000,-3.80811
11.7610,-0.349066,0.00000,-3.76882
11.7620,-0.349066,0.00000,-3.90956
11.7630,-0.349066,0.00000,-4.03105
11.7640,-0.349066,0.00000,-3.80047
11.7650,-0.349066,0.00000,-3.94754
11.7660,-0.349066,0.00000,-3.70213
11.7670,-0.349066,0.00000,-3.89844
11.7680,-0.349066,0.00000,-3.89527
11.7690,-0.349066,0.00000,-3.93350
11.7700,-0.349066,0.00000,-4.02439
11.7710,-0.349066,0.00000,-3.70472
11.7720,-0.349066,0.00000,-3.77793
11.7730,-0.349066,0.00000,-4.02169
11.7740,-0.349066,0.00000,-3.74423
11.7750,-0.349066,0.00000,-3.80663
11.7760,-0.349066,0.00000,-3.83431
11.7770,-0.349066,0.00000,-3.64105
11.7780,-0.349066,0.00000,-3.94205
11.7790,-0.349066,0.00000,-3.71287
11.7800,-0.349066,0.00000,-3.96019
11.7810,-0.349066,0.00000,-3.92580
11.7820,-0.349066,0.00000,-3.94192
11.7830,-0.349066,0.00000,-3.85135
11.7840,-0.349066,0.00000,-3.80193
11.7850,-0.349066,0.00000,-4.01588
11.7860,-0.349066,0.00000,-3.74452
11.7870,-0.349066,0.00000,-3.90181
11.7880,-0.349066,0.00000,-3.87500
11.7890,-0.349066,0.00000,-3.73849
11.7900,-0.349066,0.00000,-3.89102
11.7910,-0.349066,0.00000,-3.85545
11.7920,-0.349066,0.00000,-3.80198
11.7930,-0.349066,0.00000,-3.80632
11.7940,-0.349066,0.00000,-3.83375
11.7950,-0.349066,0.00000,-3.77675
11.7960,-0.349066,0.00000,-4.08432
11.7970,-0.349066,0.00000,-3.91418
11.7980,-0.349066,0.00000,-3.79249
11.7990,-0.349066,0.00000,-3.92724
11.8000,-0.349066,0.00000,-3.85872
11.8010,-0.349066,0.00000,-4.01939
11.8020,-0.349066,0.00000,-3.88289
11.8030,-0.349066,0.00000,-3.94036
11.8040,-0.349066,0.00000,-3.94971
11.8050,-0.349066,0.00000,-3.82791
11.8060,-0.349066,0.00000,-3.69404
11.8070,-0.349066,0.00000,-3.73037
11.8080,-0.349066,0.00000,-3.76752
11.8090,-0.349066,0.00000,-3.85016
11.8100,-0.349066,0.00000,-3.78124
11.8110,-0.349066,0.00000,-3.83773
11.8120,-0.349066,0.00000,-3.82437
11.8130,-0.349066,0.00000,-3.96915
11.8140,-0.349066,0.00000,-3.80123
11.8150,-0.349066,0.00000,-3.79847
11.8160,-0.349066,0.00000,-3.67185
11.8170,-0.349066,0.00000,-3.90028
11.8180,-0.349066,0.00000,-3.77134
11.8190,-0.349066,0.00000,-3.90624
11.8200,-0.349066,0.00000,-3.95767
11.8210,-0.349066,0.00000,-3.71382
11.8220,-0.349066,0.00000,-3.90874
11.8230,-0.349066,0.00000,-3.87573
11.8240,-0.349066,0.00000,-3.78376
11.8250,-0.349066,0.00000,-3.89181
11.8260,-0.349066,0.00000,-3.90852
11.8270,-0.349066,0.00000,-3.94525
11.8280,-0.349066,0.00000,-3.85771
11.8290,-0.349066,0.00000,-3.83759
11.8300,-0.349066,0.00000,-3.94635
11.8310,-0.349066,0.00000,-3.74330
11.8320,-0.349066,0.00000,-3.97039
11.8330,-0.349066,0.00000,-3.85524
11.8340,-0.349066,0.00000,-4.00150
11.8350,-0.349066,0.00000,-3.86569
11.8360,-0.349066,0.00000,-3.83180
11.8370,-0.349066,0.00000,-3.99482
11.8380,-0.349066,0.00000,-3.75935
11.8390,-0.349066,0.00000,-3.82081
11.8400,-0.349066,0.00000,-3.83648
11.8410,-0.349066,0.00000,-3.76102
11.8420,-0.349066,0.00000,-3.78074
11.8430,-0.349066,0.00000,-3.88001
11.8440,-0.349066,0.00000,-3.84083
11.8450,-0.349066,0.00000,-3.89965
11.8460,-0.349066,0.00000,-3.86964
11.8470,-0.349066,0.00000,-4.00155
11.8480,-0.349066,0.00000,-3.66187
11.8490,-0.349066,0.00000,-3.86154
11.8500,-0.349066,0.00000,-3.86173
11.8510,-0.349066,0.00000,-3.84162
11.8520,-0.349066,0.00000,-3.81925
11.8530,-0.349066,0.00000,-3.89898
11.8540,-0.349066,0.00000,-4.02728
11.8550,-0.349066,0.00000,-3.91582
11.8560,-0.349066,0.00000,-3.94071
11.8570,-0.349066,0.00000,-3.89720
11.8580,-0.349066,0.00000,-3.71972
11.8590,-0.349066,0.00000,-3.94471
11.8600,-0.349066,0.00000,-3.87673
11.8610,-0.349066,0.00000,-3.79805
11.8620,-0.349066,0.00000,-3.92727
11.8630,-0.349066,0.00000,-3.78041
11.8640,-0.349066,0.00000,-3.69426
11.8650,-0.349066,0.00000,-3.91258
11.8660,-0.349066,0.00000,-3.79801
11.8670,-0.349066,0.00000,-3.82524
11.8680,-0.349066,0.00000,-3.89114
11.8690,-0.349066,0.00000,-3.83818
11.8700,-0.349066,0.00000,-3.77152
11.8710,-0.349066,0.00000,-3.82157
11.8720,-0.349066,0.00000,-3.74147
11.8730,-0.349066,0.00000,-3.77695
11.8740,-0.349066,0.00000,-3.91043
11.8750,-0.349066,0.00000,-4.00081
11.8760,-0.349066,0.00000,-3.77656
11.8770,-0.349066,0.00000,-3.86792
11.8780,-0.349066,0.00000,-3.94729
11.8790,-0.349066,0.00000,-3.84773
11.8800,-0.349066,0.00000,-3.85831
11.8810,-0.349066,0.00000,-4.01694
11.8820,-0.349066,0.00000,-3.94854
11.8830,-0.349066,0.00000,-4.08000
11.8840,-0.349066,0.00000,-3.92030
11.8850,-0.349066,0.00000,-3.74928
11.8860,-0.349066,0.00000,-3.84409
11.8870,-0.349066,0.00000,-3.82456
11.8880,-0.349066,0.00000,-3.68205
11.8890,-0.349066,0.00000,-3.63528
11.8900,-0.349066,0.00000,-3.68526
11.8910,-0.349066,0.00000,-4.05022
11.8920,-0.349066,0.00000,-3.85851
11.8930,-0.349066,0.00000,-3.88473
11.8940,-0.349066,0.00000,-3.97198
11.8950,-0.349066,0.00000,-3.93808
11.8960,-0.349066,0.00000,-3.92072
11.8970,-0.349066,0.00000,-3.87672
11.8980,-0.349066,0.00000,-3.81346
11.8990,-0.349066,0.00000,-3.98078
11.9000,-0.349066,0.00000,-3.87185
11.9010,-0.349066,0.00000,-3.88457
11.9020,-0.349066,0.00000,-3.72014
11.9030,-0.349066,0.00000,-3.85605
11.9040,-0.349066,0.00000,-3.75051
11.9050,-0.349066,0.00000,-3.75478
11.9060,-0.349066,0.00000,-3.97454
11.9070,-0.349066,0.00000,-3.84108
11.9080,-0.349066,0.00000,-3.81310
11.9090,-0.349066,0.00000,-3.93317
11.9100,-0.349066,0.00000,-3.89564
11.9110,-0.349066,0.00000,-3.85412
11.9120,-0.349066,0.00000,-3.80673
11.9130,-0.349066,0.00000,-4.02586
11.9140,-0.349066,0.00000,-3.79463
11.9150,-0.349066,0.00000,-3.98617
11.9160,-0.349066,0.00000,-3.97928
11.9170,-0.349066,0.00000,-3.96085
11.9180,-0.349066,0.00000,-3.84828
11.9190,-0.349066,0.00000,-3.95578
11.9200,-0.349066,0.00000,-3.78980
11.9210,-0.349066,0.00000,-3.84605
11.9220,-0.349066,0.00000,-3.93699
11.9230,-0.349066,0.00000,-3.67309
11.9240,-0.349066,0.00000,-3.90180
11.9250,-0.349066,0.00000,-3.96052
11.9260,-0.349066,0.00000,-3.90610
11.9270,-0.349066,0.00000,-3.86057
11.9280,-0.349066,0.00000,-3.89284
11.9290,-0.349066,0.00000,-4.00000
11.9300,-0.349066,0.00000,-3.91839
11.9310,-0.349066,0.00000,-3.96911
11.9320,-0.349066,0.00000,-3.92371
11.9330,-0.349066,0.00000,-3.84845
